A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW
0.000551496,0.025461593,0.049729922,0.073101925,0.095313548,0.11609262,0.135160354,0.152232969,0.167023407,0.179243157,0.188604151,0.194820742,0.197611726,0.196702415,0.19182673,0.182729304,0.169167575,0.150913859,0.127757369,0.09950618,0.065989111,0.027057513,-0.017413062,-0.06752132,-0.123338828,-0.184908783,-0.252244945,-0.325330771,-0.404118733,-0.488529845,-0.578453408,-0.673746966,-0.774236491,-0.879716788,-0.989952127,-1.104677092,-1.223597655,-1.346392453,-1.472714276,-1.602191744,-1.734431167,-1.869018577,-2.005521909,-2.143493325,-2.282471653,-2.421984936,-2.561553053,-2.700690413,-2.838908685
0.049257193,0.045610727,0.039706219,0.031474877,0.020851982,0.007777143,-0.007805449,-0.025946776,-0.046692768,-0.07008408,-0.096155885,-0.124937681,-0.156453116,-0.190719818,-0.227749255,-0.267546595,-0.310110603,-0.355433538,-0.40350108,-0.45429227,-0.507779474,-0.563928364,-0.622697917,-0.684040442,-0.747901618,-0.814220559,-0.882929897,-0.953955885,-1.027218522,-1.102631695,-1.180103345,-1.259535647,-1.340825211,-1.423863304,-1.508536084,-1.594724854,-1.682306333,-1.771152938,-1.861133085,-1.952111501,-2.043949545,-2.136505552,-2.229635168,-2.323191715,-2.417026546,-2.510989421,-2.604928877,-2.698692607,-2.792127847
-0.000914344,0.002306745,0.003370097,0.002171319,-0.001388562,-0.007402557,-0.015957181,-0.027131941,-0.040998849,-0.057621956,-0.077056919,-0.099350594,-0.124540666,-0.152655317,-0.183712926,-0.217721816,-0.254680041,-0.294575213,-0.337384386,-0.383073969,-0.431599704,-0.482906685,-0.536929419,-0.59359195,-0.652808017,-0.714481274,-0.778505543,-0.844765129,-0.913135164,-0.98348201,-1.055663693,-1.129530381,-1.2049249,-1.281683285,-1.359635361,-1.438605358,-1.51841255,-1.598871915,-1.679794822,-1.760989728,-1.842262891,-1.923419092,-2.004262366,-2.084596731,-2.164226916,-2.24295909,-2.320601575,-2.396965551,-2.471865747
0.006605586,0.024742368,0.03688605,0.042777996,0.042276323,0.035359509,0.022126698,0.00279453,-0.022309521,-0.052757253,-0.088033092,-0.127550406,-0.170670373,-0.216722907,-0.265029045,-0.314924132,-0.365781107,-0.417033127,-0.468194801,-0.5188813,-0.568824643,-0.617886581,-0.66606751,-0.71351104,-0.760503913,-0.807471144,-0.854966377,-0.903657637,-0.954308777,-1.007757087,-1.064887648,-1.12660514,-1.193803895,-1.267337081,-1.347985897,-1.436429727,-1.533218144,-1.63874563,-1.753229788,-1.876693745,-2.008953305,-2.149609278,-2.298045264,-2.453431008,-2.61473127,-2.780720021,-2.949999587,-3.121024252,-3.292127697
-0.017996151,-0.003901477,0.010388131,0.02467942,0.038763119,0.052414994,0.065397103,0.077459276,0.088340785,0.097772211,0.105477497,0.111176154,0.114585625,0.115423772,0.113411467,0.108275267,0.099750137,0.087582208,0.071531524,0.05137476,0.026907878,-0.002051312,-0.035660712,-0.074051656,-0.117326803,-0.165558243,-0.21878584,-0.277015822,-0.340219663,-0.408333247,-0.481256347,-0.558852429,-0.640948777,-0.727336958,-0.817773618,-0.911981603,-1.009651416,-1.11044297,-1.21398765,-1.319890651,-1.427733572,-1.537077246,-1.64746478,-1.758424767,-1.869474648,-1.980124185,-2.089879019,-2.19824426,-2.304728104
0.000155491,0.004736825,0.009953384,0.015681511,0.021881335,0.028681949,0.036468808,0.045955731,0.058219872,0.074676783,0.096975451,0.126801066,0.165586581,0.214152198,0.272312847,0.338513907,0.409570506,0.480590449,0.545150936,0.595772135,0.624687269,0.624853657,0.59109087,0.521182062,0.416744894,0.283679508,0.132038507,-0.024762885,-0.171377831,-0.292468493,-0.374918914,-0.410004831,-0.395172276,-0.335100443,-0.241805881,-0.133675928,-0.033481029,0.034417249,0.0473017,-0.012676882,-0.155768285,-0.382811242,-0.684642887,-1.042849517,-1.431772115,-1.821483436,-2.181302087,-2.483330532,-2.705512868
0.000581306,0.00936346,0.018372374,0.02669707,0.033369355,0.037500989,0.038436955,0.035901756,0.030111996,0.021829015,0.012330702,0.003291813,-0.003423983,-0.006041038,-0.003182908,0.005829213,0.020744007,0.040264779,0.062091575,0.083140776,0.099935263,0.109127746,0.108090501,0.09548185,0.071688263,0.03904492,0.001758717,-0.034504648,-0.063357516,-0.078682654,-0.075758908,-0.05235628,-0.009616258,0.047459028,0.110046543,0.166141256,0.201775882,0.20270608,0.156356196,0.053755667,-0.108829719,-0.328845222,-0.59717541,-0.898743747,-1.213939145,-1.520690799,-1.796903902,-2.022907187,-2.18356165
-0.100183907,-0.115161507,-0.128206172,-0.139358805,-0.1487016,-0.156358936,-0.162497689,-0.16732696,-0.171097165,-0.174098494,-0.176658743,-0.179140507,-0.181937774,-0.185471922,-0.190187194,-0.196545656,-0.205021727,-0.216096335,-0.230250761,-0.247960275,-0.26968762,-0.295876453,-0.326944827,-0.363278807,-0.405226313,-0.453091282,-0.507128237,-0.567537351,-0.634460071,-0.707975389,-0.788096814,-0.874770098,-0.967871754,-1.067208415,-1.172517024,-1.283465897,-1.399656622,-1.520626796,-1.645853565,-1.774757931,-1.906709753,-2.041033416,-2.17701406,-2.313904309,-2.450931411,-2.587304695,-2.722223243,-2.854883688,-2.984488037
0.136525272,0.150394693,0.160822323,0.167576487,0.170447873,0.169251833,0.163830472,0.154054491,0.139824776,0.121073701,0.097766133,0.069900124,0.037507287,0.000652843,-0.040564656,-0.086013924,-0.135531857,-0.188924748,-0.24596979,-0.306416856,-0.369990516,-0.436392284,-0.505303066,-0.576385766,-0.649288041,-0.723645156,-0.799082917,-0.875220645,-0.951674165,-1.028058768,-1.103992131,-1.179097156,-1.253004698,-1.325356167,-1.395805983,-1.464023849,-1.529696836,-1.592531274,-1.652254415,-1.708615876,-1.761388861,-1.810371133,-1.855385773,-1.89628169,-1.932933919,-1.965243694,-1.993138309,-2.016570783,-2.035519335
0.086755736,0.063631375,0.039415323,0.014115957,-0.012256031,-0.039687614,-0.068163423,-0.097665745,-0.128174526,-0.159667383,-0.192119621,-0.225504257,-0.259792051,-0.294951541,-0.330949092,-0.367748942,-0.405313261,-0.443602213,-0.482574028,-0.522185073,-0.562389938,-0.603141518,-0.64439111,-0.686088508,-0.728182102,-0.770618992,-0.81334509,-0.856305243,-0.899443347,-0.942702467,-0.986024967,-1.029352631,-1.072626795,-1.11578848,-1.158778517,-1.201537686,-1.244006848,-1.286127077,-1.327839793,-1.369086896,-1.409810894,-1.449955035,-1.489463435,-1.528281199,-1.566354549,-1.603630938,-1.640059169,-1.675589505,-1.710173777
-0.038703231,-0.090934679,-0.142098088,-0.192041882,-0.240638168,-0.287784818,-0.333407281,-0.377460108,-0.419928149,-0.460827397,-0.500205461,-0.538141649,-0.574746648,-0.610161791,-0.644557913,-0.678133796,-0.711114209,-0.743747565,-0.776303212,-0.809068376,-0.842344797,-0.876445094,-0.911688887,-0.948398736,-0.98689593,-1.02749619,-1.07050533,-1.116214932,-1.164898096,-1.216805305,-1.272160483,-1.331157273,-1.393955606,-1.460678595,-1.531409801,-1.606190919,-1.685019897,-1.767849542,-1.854586618,-1.94509145,-2.039178064,-2.136614839,-2.237125689,-2.34039175,-2.446053564,-2.553713724,-2.66293997,-2.773268677,-2.884208715
-0.020835707,-0.021007584,-0.022721589,-0.026081176,-0.031188847,-0.038145741,-0.047051213,-0.058002419,-0.07109388,-0.086417062,-0.104059944,-0.124106596,-0.146636757,-0.171725422,-0.199442436,-0.229852096,-0.263012774,-0.298976541,-0.337788819,-0.379488049,-0.424105369,-0.47166433,-0.522180623,-0.575661834,-0.63210723,-0.691507568,-0.753844939,-0.819092631,-0.887215041,-0.958167603,-1.03189676,-1.108339964,-1.187425714,-1.269073625,-1.353194538,-1.439690654,-1.528455716,-1.619375213,-1.712326624,-1.807179695,-1.903796744,-2.002033004,-2.101736984,-2.202750874,-2.304910963,-2.408048091,-2.511988118,-2.616552426,-2.721558425
-0.026033111,-0.00735831,0.009955017,0.025690987,0.039631593,0.05155793,0.061251475,0.068495408,0.073075975,0.074783876,0.073415669,0.068775183,0.060674937,0.048937532,0.033397034,0.013900317,-0.009691639,-0.037502499,-0.069639399,-0.106191834,-0.147230646,-0.192807095,-0.242952038,-0.297675222,-0.356964686,-0.420786302,-0.489083436,-0.561776748,-0.638764136,-0.719920811,-0.80509953,-0.89413096,-0.986824195,-1.082967408,-1.182328645,-1.284656756,-1.389682447,-1.497119468,-1.606665903,-1.71800558,-1.830809572,-1.94473779,-2.059440654,-2.174560833,-2.289735034,-2.404595842,-2.518773583,-2.631898214,-2.743601204
0.032450823,0.112475318,0.17929476,0.230034274,0.262193449,0.273748206,0.263236889,0.229826484,0.173355758,0.094353213,-0.005971062,-0.125759355,-0.26256465,-0.413430753,-0.574990813,-0.74358011,-0.915358526,-1.08643788,-1.253009319,-1.411466134,-1.558517761,-1.691291202,-1.807416717,-1.905095256,-1.983145788,-2.041031351,-2.078863287,-2.097383802,-2.097927568,-2.082363704,-2.053020055,-2.012592214,-1.964040282,-1.910476831,-1.855049907,-1.800825269,-1.750672187,-1.707157181,-1.672449895,-1.648244964,-1.635703152,-1.635414308,-1.647383764,-1.671042753,-1.705282351,-1.748509291,-1.798720994,-1.853596198,-1.910596854
0.006726432,0.020811683,0.033350161,0.044193429,0.053194796,0.060210093,0.065098451,0.067723097,0.067952144,0.065659376,0.060725028,0.053036546,0.04248934,0.028987499,0.012444486,-0.007216201,-0.03006041,-0.056142752,-0.085506075,-0.11818098,-0.154185396,-0.193524216,-0.236188988,-0.282157681,-0.331394507,-0.383849824,-0.439460099,-0.498147953,-0.559822275,-0.624378405,-0.691698403,-0.761651376,-0.834093884,-0.908870421,-0.98581395,-1.064746518,-1.145479921,-1.227816437,-1.311549607,-1.396465075,-1.48234146,-1.568951287,-1.656061937,-1.743436641,-1.83083549,-1.918016468,-2.004736496,-2.090752483,-2.175822383
0.055509323,0.029640694,0.002184863,-0.026839747,-0.057408556,-0.089490777,-0.123049409,-0.158041252,-0.194416958,-0.23212111,-0.271092343,-0.311263485,-0.352561738,-0.394908891,-0.438221552,-0.482411429,-0.527385619,-0.573046937,-0.619294266,-0.666022931,-0.713125094,-0.760490169,-0.808005255,-0.855555581,-0.903024967,-0.950296295,-0.997251982,-1.043774464,-1.089746676,-1.13505254,-1.179577435,-1.223208674,-1.265835969,-1.307351875,-1.347652235,-1.386636594,-1.424208603,-1.460276403,-1.494752974,-1.527556475,-1.558610545,-1.587844582,-1.615193988,-1.640600392,-1.664011829,-1.685382894,-1.704674867,-1.721855794,-1.736900547
-0.040271987,-0.034548189,-0.028886257,-0.023454885,-0.018435305,-0.014020447,-0.010413948,-0.007829019,-0.006487172,-0.006616819,-0.008451739,-0.012229435,-0.018189395,-0.026571246,-0.037612849,-0.051548318,-0.068606006,-0.089006453,-0.112960333,-0.140666401,-0.172309478,-0.20805847,-0.248064468,-0.292458922,-0.341351927,-0.394830623,-0.452957745,-0.515770322,-0.583278545,-0.655464831,-0.732283068,-0.813658084,-0.899485316,-0.989630716,-1.083930872,-1.18219337,-1.284197375,-1.389694448,-1.498409585,-1.610042471,-1.724268944,-1.840742665,-1.959096959,-2.078946847,-2.199891219,-2.321515152,-2.443392351,-2.565087683,-2.686159794
0.009744298,0.030491522,0.046080819,0.056165882,0.060546501,0.059178264,0.05217714,0.039818501,0.022530308,0.000880426,-0.024441766,-0.052649051,-0.082884709,-0.114254638,-0.145862247,-0.176844889,-0.206410547,-0.233873356,-0.258686592,-0.280471732,-0.299042348,-0.314421697,-0.326853097,-0.336802421,-0.344952302,-0.352187962,-0.359574894,-0.368328909,-0.379779423,-0.395327065,-0.416396981,-0.444389376,-0.480628975,-0.526315148,-0.58247448,-0.649917462,-0.729200886,-0.820597328,-0.924072861,-1.039273847,-1.165523357,-1.301827416,-1.446890925,-1.599142779,-1.756769393,-1.917755532,-2.079931145,-2.241022677,-2.39870722
0.064523487,0.099454735,0.12871994,0.151898567,0.168620662,0.178571332,0.181494539,0.177196165,0.1655463,0.146480704,0.120001438,0.086176651,0.045139524,-0.002913599,-0.057725862,-0.118983277,-0.186318786,-0.259316917,-0.337518959,-0.420428582,-0.507517781,-0.598233074,-0.692001828,-0.788238637,-0.886351634,-0.98574865,-1.085843141,-1.186059775,-1.285839637,-1.384644968,-1.481963389,-1.577311572,-1.670238333,-1.76032712,-1.847197896,-1.930508425,-2.009954979,-2.08527249,-2.156234183,-2.222650743,-2.284369057,-2.341270593,-2.393269477,-2.440310318,-2.482365869,-2.519434549,-2.551537924,-2.578718168,-2.601035585
-0.044357219,-0.225928002,-0.370663493,-0.463321644,-0.490432155,-0.441448511,-0.309750005,-0.093388219,0.204509067,0.575733905,1.007413534,1.482822307,1.982525913,2.48575785,2.97190252,3.421947253,3.81976875,4.153137465,4.414354357,4.60047428,4.713114294,4.757887907,4.74354284,4.680906023,4.581752808,4.457716716,4.319342498,4.175361293,4.032235799,3.893989962,3.762305759,3.636843029,3.515719456,3.396078296,3.274671237,3.148391864,3.01470959,2.871972054,2.719563208,2.557922216,2.38844284,2.21328307,2.035119771,1.856883323,1.681503423,1.511690508,1.349768966,1.197569733,1.05638204
-0.008987854,-0.067181222,-0.118314981,-0.158886171,-0.186328034,-0.199432571,-0.198677476,-0.186404037,-0.166804058,-0.145692333,-0.130065138,-0.127471782,-0.145252174,-0.189714953,-0.265344752,-0.374131051,-0.515103676,-0.684141576,-0.874093876,-1.075218644,-1.275909311,-1.463645819,-1.626081407,-1.752159789,-1.833153172,-1.863519486,-1.841495997,-1.769373568,-1.653427788,-1.503516025,-1.332379704,-1.154715713,-0.986097847,-0.841837792,-0.735875449,-0.679781421,-0.681941752,-0.746978183,-0.875438074,-1.06376802,-1.304565467,-1.587084138,-1.897952637,-2.222052132,-2.543488966,-2.846592478,-3.116867472,-3.341835285,-3.511707004
0.059938728,0.051417564,0.040825206,0.028092512,0.013157448,-0.004034374,-0.023529203,-0.045364685,-0.069569438,-0.096162673,-0.125153851,-0.156542403,-0.19031749,-0.226457822,-0.264931534,-0.305696113,-0.348698395,-0.393874614,-0.441150513,-0.490441519,-0.541652974,-0.594680431,-0.64941,-0.705718763,-0.76347523,-0.822539859,-0.882765616,-0.943998591,-1.006078646,-1.068840109,-1.132112503,-1.1957213,-1.259488702,-1.32323445,-1.386776635,-1.449932537,-1.512519451,-1.57435553,-1.635260612,-1.695057043,-1.753570481,-1.810630687,-1.866072283,-1.919735484,-1.971466805,-2.021119715,-2.068555264,-2.113642657,-2.156259788
0.006757411,0.098509304,0.193543024,0.28279107,0.356609904,0.406172927,0.425036416,0.410651636,0.36556104,0.29802195,0.221853385,0.155398919,0.11962976,0.135559053,0.221276269,0.389013205,0.642697572,0.976420893,1.374141503,1.810771873,2.254587472,2.670677511,3.024975919,3.288299758,3.439806031,3.469362842,3.378503213,3.179857992,2.895205221,2.552482267,2.182246862,1.814122264,1.473717753,1.180394475,0.946077642,0.775134692,0.665178434,0.608539554,0.594096951,0.609157352,0.641126994,0.67880045,0.713185112,0.737866304,0.748984076,0.744931478,0.725894841,0.693344309,0.649555554
-0.036842007,-0.085606268,-0.135754582,-0.187159134,-0.239684176,-0.293186605,-0.347516599,-0.402518306,-0.458030583,-0.513887777,-0.569920549,-0.625956727,-0.681822186,-0.737341755,-0.79234013,-0.8466428,-0.900076972,-0.952472494,-1.003662755,-1.053485576,-1.10178407,-1.14840747,-1.193211913,-1.236061191,-1.276827441,-1.315391781,-1.351644896,-1.385487548,-1.416831024,-1.445597522,-1.471720448,-1.495144656,-1.515826606,-1.533734446,-1.548848022,-1.561158815,-1.570669807,-1.577395273,-1.581360507,-1.582601493,-1.5811645,-1.577105638,-1.570490347,-1.561392852,-1.549895572,-1.536088486,-1.520068482,-1.501938671,-1.481807683
-0.043675726,-0.050423924,-0.056117675,-0.060821367,-0.06462619,-0.067650178,-0.07003783,-0.071959308,-0.073609202,-0.075204877,-0.076984383,-0.079203982,-0.08213528,-0.086062026,-0.091276594,-0.098076201,-0.106758908,-0.117619467,-0.130945054,-0.147010976,-0.166076383,-0.188380087,-0.214136521,-0.243531915,-0.276720762,-0.313822604,-0.354919218,-0.400052239,-0.449221259,-0.502382445,-0.559447698,-0.620284375,-0.684715579,-0.75252103,-0.8234385,-0.897165796,-0.973363274,-1.051656852,-1.131641468,-1.212884958,-1.294932282,-1.377310049,-1.459531286,-1.541100366,-1.621518052,-1.700286565,-1.776914633,-1.850922429,-1.921846357
-0.027915077,-0.019512804,-0.011793843,-0.00495726,0.00078997,0.005233914,0.008154711,0.009327696,0.008524582,0.005514727,6.64E-05,-0.008051592,-0.019068972,-0.033212046,-0.050702457,-0.071755628,-0.096579248,-0.125371759,-0.158320854,-0.195602003,-0.237377009,-0.283792614,-0.334979154,-0.391049297,-0.452096836,-0.518195588,-0.589398383,-0.665736154,-0.747217148,-0.833826255,-0.925524464,-1.022248454,-1.123910325,-1.230397468,-1.341572583,-1.457273844,-1.577315215,-1.701486905,-1.82955598,-1.961267115,-2.096343484,-2.234487787,-2.375383415,-2.518695724,-2.664073439,-2.81115016,-2.959545964,-3.108869102,-3.258717768
0.055909414,0.071031495,0.083444437,0.093035213,0.099695385,0.103321482,0.10381537,0.101084608,0.095042795,0.085609907,0.072712614,0.056284587,0.036266783,0.012607718,-0.014736284,-0.045800861,-0.080613401,-0.119192855,-0.161549577,-0.207685175,-0.257592402,-0.311255064,-0.36864795,-0.429736801,-0.494478293,-0.562820051,-0.634700695,-0.710049906,-0.788788526,-0.870828678,-0.956073918,-1.044419413,-1.135752145,-1.22995114,-1.326887718,-1.426425779,-1.528422101,-1.632726665,-1.739183003,-1.847628564,-1.957895105,-2.069809088,-2.183192113,-2.297861346,-2.413629977,-2.530307684,-2.647701106,-2.765614334,-2.883849397
0.083343587,0.044376928,0.004624642,-0.035892186,-0.077151421,-0.119129894,-0.161803422,-0.205146834,-0.249133989,-0.293737807,-0.33893029,-0.384682559,-0.430964875,-0.477746678,-0.524996618,-0.57268259,-0.620771768,-0.669230648,-0.718025082,-0.76712032,-0.816481052,-0.866071449,-0.915855207,-0.965795593,-1.015855485,-1.065997427,-1.116183665,-1.166376204,-1.216536849,-1.266627256,-1.316608984,-1.366443536,-1.416092416,-1.465517175,-1.514679459,-1.563541061,-1.612063969,-1.660210416,-1.707942925,-1.75522436,-1.802017976,-1.84828746,-1.893996982,-1.939111241,-1.983595505,-2.027415659,-2.070538249,-2.112930521,-2.15456046
-0.030709439,-0.019256719,-0.007491482,0.004353521,0.016027407,0.02726245,0.03777559,0.047270134,0.055437658,0.061960085,0.066511931,0.068762701,0.068379421,0.06502928,0.058382364,0.048114459,0.033909897,0.015464422,-0.007511956,-0.035292137,-0.068129174,-0.106253599,-0.149870871,-0.199158961,-0.254266108,-0.315308762,-0.38236974,-0.455496621,-0.534700389,-0.619954346,-0.711193306,-0.808313088,-0.911170307,-1.019582479,-1.133328427,-1.252149014,-1.375748169,-1.503794224,-1.635921538,-1.771732409,-1.91079924,-2.052666965,-2.196855698,-2.342863589,-2.490169862,-2.638238011,-2.786519131,-2.934455336,-3.081483267
0.000541439,0.025977198,0.048883676,0.069068875,0.08634362,0.100522306,0.111423648,0.118871434,0.122695281,0.122731373,0.1188232,0.110822285,0.098588883,0.081992678,0.060913441,0.035241674,0.004879215,-0.030260182,-0.070250311,-0.115152005,-0.165012685,-0.219865937,-0.279731147,-0.344613182,-0.41450212,-0.489373038,-0.569185848,-0.6538852,-0.743400432,-0.83764558,-0.936519458,-1.039905779,-1.147673355,-1.259676339,-1.375754536,-1.495733771,-1.619426311,-1.746631339,-1.877135492,-2.010713443,-2.147128531,-2.286133447,-2.427470954,-2.570874657,-2.716069805,-2.862774136,-3.010698744,-3.15954898,-3.309025377
-0.030141537,-0.071791462,-0.101689758,-0.118652219,-0.122243794,-0.112866855,-0.091804354,-0.061211572,-0.024053371,0.016012527,0.05480184,0.087811535,0.110457702,0.118329463,0.107443156,0.074480452,0.016994622,-0.066429042,-0.176069851,-0.311032869,-0.469277784,-0.647714118,-0.842356881,-1.04853269,-1.261123001,-1.47482869,-1.684439016,-1.885087914,-2.07248182,-2.243085493,-2.394255479,-2.524314767,-2.632566296,-2.719247254,-2.785429997,-2.832878774,-2.86387403,-2.881017649,-2.887033127,-2.884574214,-2.876054205,-2.863505924,-2.848479701,-2.831983534,-2.814466472,-2.795843146,-2.77555474,-2.752659441,-2.725943961
